DOI,sensor type (gas/liquid),detect target,lower detection limit (log ppm),upper detection limit (log ppm),probe material,test operating temperature (celcius),pH value (-1 for gas detect),test medium/electrolyte
10.1016/j.snb.2014.02.058,gas,nitrogen dioxide,0,,silicon dioxide,25,-1,oxygen/nitrogen
10.1016/j.snb.2019.01.062,liquid,ammonium,-2.743763467,4.256236533,polyvinyl chloride,25,7,sodium phosphate/ calcium chloride/ potassium chloride/sodium chloride/ mucin/urea/water
10.3390/s140916869,gas,n-butanol,2.592176757,,"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",25,-1,nitrogen
10.3390/s140916869,gas,ethanol,3.757775491,,"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",25,-1,nitrogen
10.3390/s140916869,gas,acetone,4.504606771,,"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",25,-1,nitrogen
10.1016/j.bios.2010.12.006,liquid,h+,-8,0,silicon dioxide,25,,water
10.3762/bjnano.4.38,liquid,h+,-5,-3,silicon dioxide,25,,water
10.1016/j.bios.2018.12.005,liquid,copper(ii) sulfate,-7.097972619,-2.796942623,gly-his,25,7.7,water
10.1016/j.jhazmat.2021.126301,liquid,hg2+,-2.998720717,1.302309278,titanium carbide,25,7,water
10.1038/s41598-021-88569-x,gas,nitrogen dioxide,-1.522878745,0,tetraphenylporphyrin,30,-1,oxygen/nitrogen
10.1021/acs.nanolett.0c02221,gas,nitrogen dioxide,-1.301029996,1.176091259,rhenium sulfide/niobium sulfide,25,-1,oxygen/nitrogen
10.1016/j.snb.2019.04.032,liquid,potassium,-4.408935393,2.592176757,potassium ionophore iii,25,7,water
10.1016/j.snb.2009.01.061,liquid,creatinine,2.301029996,3.113943352,poly(ethylene-co-vinyl alcohol),25,7,water
10.3390/mi8050155,gas,ammonia,-2.522878745,1.477121255,molybdenum ditelluride,25,-1,nitrogen
10.1016/j.snb.2020.128403,liquid,h+,-7,-1,silicon dioxide,25,,water
10.1016/j.snb.2021.129661,gas,nitrogen dioxide,-4.769551079,-0.301029996,indium oxide,75,-1,oxygen/nitrogen
10.1039/c1cc12073e,liquid,tetraethyl pyrophosphate,0.638341971,,"2,2'-dipicolylamine",25,8,tris buffer
10.1016/j.cplett.2020.138056,liquid,cu2+,-3.48148606,-1.22184875,l-cysteine,25,7,water
10.1016/j.cplett.2020.138056,liquid,pb2+,-2.627087997,-1.22184875,l-cysteine,25,7,water
10.1016/j.carbon.2017.12.065,gas,nitrogen dioxide,0.176091259,1.602059991,carbon nanotube,25,-1,oxygen/nitrogen
10.1016/j.snb.2020.128936,liquid,methyl parathion,-5,1,zirconium oxide/graphene/phenol/ethylene oxide/benzoic acid,25,5,acetic acid/sodium acetate
10.1143/JJAP.51.02BL05,liquid,h+,-8,0,silicon dioxide/ hafnium oxide/ aluminum oxide,25,,water
10.1016/j.snb.2015.03.016,gas,benzene,0.176091259,,platinum,220,-1,oxygen/nitrogen
10.1016/j.snb.2015.03.016,gas,naphthalene,0.397940009,1.602059991,platinum,220,-1,oxygen/nitrogen
10.1016/j.snb.2015.03.016,gas,formaldehyde,1.698970004,2,platinum,220,-1,oxygen/nitrogen
10.4283/JKMS.2020.30.2.064,liquid,h+,-6.8,-0.9,silicon nitride,25,,water
10.1016/j.bios.2018.04.051,liquid,"2,4-dichlorophenoxyacetic acid",-9.257589119,-7.655529128,"2,4-dichlorophenoxyacetic acid/4-ethynylaniline",25,7,water
10.1016/j.snb.2012.11.054,liquid,na+,-2.638272164,3.361727836,sodium ionophore i,25,7,lithium acetate
10.1039/c6tc04908g,gas,nitrogen dioxide,0,0.698970004,zinc oxide/graphene/benzoic acid/ethylene oxide/phenol,25,-1,oxygen/nitrogen
10.1039/c5cc02643a,liquid,f-,1.123851641,2.977723605,3-carboxy-5-nitrophenylboronic acid,25,5.5,water
10.1109/TED.2017.2777603,liquid,h+,-9.46,1.32,silicon nitride,25,,water
10.1007/s00339-020-03907-6,gas,sulfur dioxide,-0.204119983,,"2,3,6,7,10,11-hexahydroxytriphenylene/ni2+",25,-1,oxygen/nitrogen
10.1016/j.snb.2017.09.076,gas,water,3.973127854,4.274157849,"poly(3,4-ethylenedioxythiophene)/poly(4-styrene sulfonate)",26.2,-1,oxygen/nitrogen
10.1039/d1qm00118c,liquid,dopamine,-1.814797935,0.88417207,"copper(ii) acetate/2,3,6,7,10,11-hexahydroxytriphenylene",25,7,calcium chloride/water
10.1016/j.snb.2017.07.198,gas,nitrogen dioxide,0,1,guanine,20,-1,oxygen/nitrogen
10.1109/MWSCAS.2017.8053107,liquid,h+,-6,0,silicon nitride,25,,water
10.1016/j.electacta.2017.12.130,liquid,hydrogen peroxide,2.51851394,,polyaniline,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.bios.2017.02.020,liquid,bisphenol a,-5.641513112,-0.641513112,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol;carbonate,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.vacuum.2018.10.016,gas,ammonia,1.301029996,2,poly(3-hexylthiophene),27,-1,oxygen/nitrogen
10.1109/SMELEC.2018.8481303,liquid,h+,-8,0,silicon nitride,25,,water
10.3390/s111009442,liquid,glucose,0.68798531,1.858681537,poly(propylene imine) dendrimer/glucose oxidase,25,7.5,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1109/JSEN.2013.2245032,liquid,h+,-4.3,-3,silicon nitride,25,,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1109/TBCAS.2014.2313512,liquid,h+,-11,2.940018155,silicon nitride,25,,water
10.1007/s12274-017-1768-z,liquid,h+,-6,-3,silicon nitride,25,,water
10.1109/BioCAS.2011.6107804,liquid,h+,-11,2,silicon nitride,25,,water
10.1002/cjoc.201600490,gas,nitrogen dioxide,-1.301029996,-0.602059991,europium/phthalocyanine,25,-1,nitrogen
10.1109/TBCAS.2013.2282894,liquid,h+,-6,-2,silicon nitride,25,,water
10.1016/j.snb.2018.09.114,liquid,h+,-9,2,silicon nitride,25,,water
10.1016/j.snb.2021.129887,gas,water,3.672097858,4.070037867,poly(acrylic acid),25,-1,oxygen/nitrogen
10.1039/c4tc02075h,liquid,k+,1.263162465,3.591064607,polyvinylchloride,25,7,potassium chloride/water
10.1039/c4tc02075h,gas,ammonia,-1.301029996,-0.397940009,"poly(3,3′″-didodecyl quarter thiophene)",25,-1,nitrogen
10.1002/adfm.200901598,gas,methyl iodide,3,,"poly-(4-[2,2′;5′,2″]terthiophene-3′-yl-pyridine-co-3-hexylthiophene)",25,-1,oxygen/nitrogen
10.1002/cta.2618,liquid,h+,-11,3,silicon nitride,25,,water
10.1039/c3tc31713g,gas,water,0.698970004,1.84509804,tin(iv) oxide,25,-1,oxygen/nitrogen
10.1016/j.snb.2014.06.008,liquid,h+,-9,1,silicon nitride,25,,water
10.1088/0022-3727/45/47/475101,liquid,h+,-9,1,silicon nitride,24,,water
10.1039/c0nr00871k,gas,carbon monoxide,0.698970004,,indium oxide,25,-1,oxygen/nitrogen
10.1039/c0nr00871k,gas,nitrogen monoxide,0.698970004,,indium oxide,25,-1,oxygen/nitrogen
10.1016/j.snb.2014.01.071,liquid,adenosine triphosphate,-5.294837881,0.705162119,graphene,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1143/JJAP.49.01AG06,liquid,h+,-6,-2,silicon nitride,25,,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.bios.2019.111962,liquid,glucose,-2.744727495,3.334453751,dextran/silver,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.snb.2015.05.096,liquid,ca2+,1.602059991,4.602059991,"methyl 5-(dimethylamino)-2-methyl-5-oxopentanoate/1,2-dithiolane/2-[bis(2-methoxy-2-oxoethyl)amino]propanoic acid/phenoxyethanol",25,7,water
10.1021/acssensors.1c00949,liquid,cortisol,-5.440739914,-1.423706575,tetrakis(4-carboxyphenyl)porphine,25,7,water
10.1007/s12274-023-6148-2,liquid,h+,-14,-11,strontium oxide/cobalt oxide,25,,sodium hydroxide/water
10.1016/j.bios.2021.113085,liquid,mercury(ii) nitrate,-8.697690722,2.302309278,gold/cysteine,25,7,water
10.1016/j.jallcom.2022.163955,liquid,h+,-9,1,tantalum oxide/tantalum,500,,water
10.1007/s00339-021-04314-1,liquid,mercury(ii) nitrate,-3.31747948,-1.919539471,"poly(3,4-ethylenedioxythiophene)/polystyrene sulfonate/graphene/phenol/ethylene oxide/benzoic acid",25,7,water
10.1016/j.snb.2012.01.059,gas,hydrogen,0,4,palladium,250,-1,oxygen/nitrogen
10.1021/la204486y,gas,dimethyl methylphosphonate,0.892094603,1.892094603,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1021/la204486y,gas,dimethyl sulfoxide,0.447158031,1.447158031,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1021/la204486y,gas,trimethyl phosphate,0.785329835,1.785329835,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1021/la204486y,gas,toluene,2.155336037,3.155336037,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1021/la204486y,gas,diethyl ether,2.84509804,3.84509804,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1021/la204486y,gas,isopropanol,2.176091259,3.176091259,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1021/la204486y,gas,water,2.193124598,3.193124598,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1021/la204486y,gas,methanol,2.903089987,3.903089987,"5,9,14,18,23,27,32,36-octabutoxy-2,3-naphthalocyanine",25,-1,oxygen/nitrogen
10.1039/d0tc00635a,liquid,ferric chloride,-11.25305459,-1.25305459,carbon quantum dot,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1088/2631-8695/acf649,liquid,h+,-10,2,tantalum pentoxide,25,,water
10.1109/TBCAS.2019.2895069,liquid,h+,-7,0,tantalum pentoxide,25,,water
10.1016/j.cclet.2019.04.074,liquid,phenylalanine,-13.78201625,-3.782016247,mono-(6-amino-6-deoxy)-beta-cyclodextrin,25,7,water
10.1016/j.cclet.2019.04.074,liquid,3-phenyllactic acid,-13.77944738,-3.77944738,mono-(6-amino-6-deoxy)-beta-cyclodextrin,25,7,water
10.1016/j.cclet.2019.04.074,liquid,mandelic acid,-13.81773575,-3.81773575,mono-(6-amino-6-deoxy)-beta-cyclodextrin,25,7,water
10.1016/j.cclet.2019.04.074,liquid,2-chloromandelic acid,-13.72911164,-3.729111635,mono-(6-amino-6-deoxy)-beta-cyclodextrin,25,7,water
10.1016/j.cclet.2019.04.074,liquid,ibuprofen,-13.68552182,-3.685521824,mono-(6-amino-6-deoxy)-beta-cyclodextrin,25,7,water
10.1016/j.snb.2018.08.015,gas,hydrogen sulfide,1.176091259,1.954242509,platinum,250,-1,oxygen/nitrogen
10.1016/j.snb.2009.12.071,gas,carbon dioxide,2.602059991,3.602059991,polysiloxane,27,-1,oxygen/nitrogen
10.1016/j.snb.2021.130148,gas,hydrogen sulfide,0.029383778,1.698970004,silicon,180,-1,oxygen/nitrogen
10.1016/j.orgel.2016.04.031,liquid,citrate,-1.114358389,1.28358162,iron(iii) phthalocyanine chloride/cobyrinate c-monamide/poly(butyl acrylate),25,7.2,tris hydroxymethyl aminomethane/water
10.1149/1.3543922,liquid,na+,1.838849091,3.492061605,hafnium oxide,25,8,tris/tromethamine/hydrochloric acid/water
10.1149/1.3543922,liquid,k+,2.068185862,3.721398376,hafnium oxide,25,8,tris/tromethamine/hydrochloric acid/water
10.1016/j.snb.2013.07.107,liquid,h+,-9,1.8,tantalum pentoxide/zinc oxide,25,,water
10.1016/j.snb.2015.07.101,liquid,glucose,-3.443321274,3.255648731,3-aminophenylboronic acid,25,7.8,water
10.3390/technologies6030077,liquid,"1,5-anhydroglucitol",2.215267343,3.215267343,ferric ferrocyanide,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.snb.2018.01.097,liquid,ammonia,-1.301029996,2,polyaniline/titanium dioxide,25,7,potassium chloride/water
10.1016/j.bios.2013.11.038,liquid,k+,-0.408935393,1.591064607,valinomycin,25,7,water
10.1039/c7tb00629b,liquid,oxalic acid,-9.04561275,,polypyrrole,25,7,water
10.1016/j.jallcom.2021.158689,liquid,h+,-9,1,"terbium(iii,iv) oxide/tantalum oxide",25,,water
10.1007/s00339-019-3056-0,liquid,na+,-2.638272164,4.361727836,silicon,25,7,water
10.1007/s00339-019-3056-0,liquid,k+,-2.408935393,4.591064607,silicon,25,7,water
10.1007/s00339-019-3056-0,liquid,ca2+,-2.397940009,4.602059991,silicon,25,7,water
10.1007/s00339-019-3056-0,liquid,mg2+,-2.619788758,4.380211242,silicon,25,7,water
10.1039/d0nr06920e,liquid,taurine,-1.384576047,0.397940009,"poly(dopamine-co-1,2-diaminobenzene)",25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1109/JSEN.2009.2037016,liquid,h+,-9,1,thulium oxide,25,,water
10.3390/chemosensors10040122,liquid,h+,-6.87,-0.07,tin dioxide,25,,water
10.1063/1.4775579,liquid,poly-l-lysine,-0.920818754,0.120573931,carbon nanotube,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1109/EUROSOI-ULIS45800.2019.9041867,liquid,h+,-7,-1,tin dioxide,25,,water
10.1016/j.snb.2018.04.078,gas,ammonia,-0.22184875,1.301029996,calixarene,25,-1,oxygen/nitrogen
10.1016/j.snb.2018.04.078,gas,trimethylamine,-0.522878745,0.77815125,calixarene,25,-1,oxygen/nitrogen
10.1016/j.snb.2018.04.078,gas,dimethylamine,-0.397940009,0.77815125,calixarene,25,-1,oxygen/nitrogen
10.1039/d1sd00007a,liquid,glucose,-0.131567413,2.255648731,poly(3-amino-benzylamine-co-aniline),25,6,water
10.3390/bios8010009,liquid,dopamine,-9.814797935,-1.814797935,4-carboxyphenyl boronic acid,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.snb.2017.07.156,gas,hydrogen,0.301029996,4,palladium,130,-1,oxygen/nitrogen
10.1016/j.electacta.2010.02.093,liquid,alanine,-1.44811105,0.55188895,homocysteine,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.snb.2018.08.087,liquid,h+,-7,-1,tin dioxide,25,,water
10.1016/j.tsf.2020.138083,liquid,h+,-7,0,tin dioxide,25,,water
10.1063/1.4932124,gas,water,3.371067862,4.325310372,polyethylenimine,25,-1,nitrogen
10.1109/LED.2012.2210274,liquid,h+,-10,2,tin dioxide,25,,water
10.1039/c8an02339e,liquid,ibuprofen,-8.685521824,-2.685521824,2-hydroxypropyl-beta-cyclodextrin,25,7,sodium chloride/water
10.1016/j.snb.2012.11.086,liquid,ca2+,0.602059991,2.606381365,gallium nitride,37,7,sodium chloride/potassium chloride/calcium chloride/magnesium sulfate/sodium bicarbonate/glucose/sodium phosphate/potassium phosphate/water
10.1021/acs.analchem.8b01806,liquid,ibuprofen,-3.685521824,-2.384491828,2-hydroxypropyl-beta-cyclodextrin,25,7,water
10.1016/j.snb.2020.128147,liquid,cu2+,-9.193820026,0.806179974,"2,2'-dipicolylamine",25,7,water
10.1016/j.snb.2020.128835,liquid,h+,-6.87,-0.07,tin dioxide,25,,water
10.1016/j.snb.2012.11.016,liquid,glucose,2.397940009,3.301029996,gold/sodium ferrocyanide,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1080/14686996.2020.1775477,liquid,h+,-7,-1,tin dioxide,25,,water
10.1016/j.snb.2013.11.089,gas,sulfur dioxide,1.301029996,3.602059991,platinum,300,-1,nitrogen
10.3390/chemosensors9030042,liquid,h+,-6.87,-0.07,tin dioxide,25,,water
10.1016/j.snb.2020.128827,liquid,h+,-6.87,-0.07,tin dioxide,25,,water
10.1021/acsami.1c21092,liquid,hydrogen phosphate,-0.400553624,1.851258349,2-(bis(pyridin-2-ylmethyl)amino)ethane-1-thiol,25,7.4,4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid/water
10.1016/j.snb.2017.11.132,gas,water,3.371067862,4.292754338,molybdenum disulfide,25,-1,oxygen/nitrogen
10.1016/j.snb.2017.10.147,gas,benzene,0,1.397940009,tetraphenylporphyrin,25,-1,nitrogen
10.1088/1361-6641/aa584b,liquid,h+,-7,-1,tin dioxide,25,,water
10.1063/1.5059376,liquid,h+,-7,-1,tin dioxide,25,,water
10.1016/j.sse.2017.10.025,liquid,h+,-7,-1,tin(iv) oxide,25,,water
10.3390/chemosensors11010046,liquid,h+,-7,0,tin(iv) oxide,25,,water
10.1016/j.snb.2022.132052,gas,hydrogen sulfide,-1.619788758,2,indium oxide/gallium oxide/zinc oxide,180,-1,oxygen/nitrogen
10.1109/LED.2017.2732352,liquid,h+,-7,-1,tin(iv) oxide/indium oxide,25,,water
10.3390/s19051063,liquid,h+,-9,1,tin(iv) oxide/indium oxide,25,,water
10.1590/S1516-14392013005000101,liquid,h+,-9,1,tin(iv) oxide/indium oxide,25,,water
10.1016/j.snb.2014.12.075,liquid,h+,-9,1,tin(iv) oxide/indium oxide,25,,water
10.1016/j.sna.2021.113231,liquid,h+,-9,1,titanium dioxide,25,,water
10.1016/j.jallcom.2023.170857,liquid,h+,-9,1,titanium dioxide,25,,water
10.1109/TED.2020.3025743,gas,methanol,1.698970004,2.397940009,graphene/phenol/ethylene oxide/benzoic acid,100,-1,oxygen/nitrogen
10.1016/j.snb.2012.01.003,liquid,h+,-7,-1,titanium dioxide,25,,water
10.1016/j.snb.2013.02.056,liquid,h+,-7,-1,titanium dioxide,25,,water
10.3390/gels8110690,liquid,h+,-9,1,titanium dioxide/polyaniline ,25,,water
10.1016/j.talanta.2010.03.034,liquid,carbonate,-2.22184875,-0.22184875,polyurethane,25,7,water
10.1039/c2an35168d,gas,p-xylene,2.954242509,4.491361694,zinc oxide,25,-1,oxygen/nitrogen
10.1039/c2cc34134d,gas,nitrogen dioxide,-1,1,"lanthanum cation (3+)/3,3'-me2-salophen",25,-1,oxygen/nitrogen
10.1016/j.snb.2014.07.129,liquid,iron(iii),-1.25,2.75,cyclam,25,6.2,water
10.1021/acsami.5b03597,gas,cyclohexanone,-1.397940009,-0.920818754,octadecylphosphonic acid,25,-1,oxygen/nitrogen
10.1016/j.cplett.2017.11.049,gas,ethanol,4.69,4.99,carbon nanotube,25,-1,oxygen/nitrogen
10.1021/acsnano.2c04503,liquid,naphthalene,2.10720997,,molybdenum disulfide,25,7,water
10.3390/nano12152620,liquid,sodium chloride,-3.23,3.77,graphene,25,7,water
10.1109/ICEE44586.2018.8937927,gas,nitrogen dioxide,2,,molybdenum disulfide,25,-1,oxygen/nitrogen
10.3390/chemosensors12030032,gas,hydrogen,1.959041392,3.77815125,indium oxide,25,-1,oxygen/nitrogen
10.1007/s00289-022-04105-5,liquid,chlorpyrifos,-0.53,0.39,titanium carbide,25,7,water
10.1038/s41598-018-26792-9,liquid,lead,-4.68,0.316,polyvinyl chloride,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1088/1361-6528/abbca8,gas,nitrogen dioxide,1.301029996,2.079181246,silver,25,-1,oxygen/nitrogen
10.1109/TED.2017.2679239,gas,ammonia,0,2.698970004,zinc oxide,150,-1,oxygen/nitrogen
10.1016/j.snb.2024.136393,gas,ethanol,0.698970004,2.77815125,zinc oxide,200,-1,oxygen/nitrogen
10.1016/j.apsusc.2020.146709,gas,ammonia,1,3.477121255,molybdenum disulfide,25,-1,nitrogen
10.1109/JSEN.2017.2757701,liquid,hydrogen,-1.65,-4.28,indium oxide/tin dioxide,25,7,water
10.1109/TED.2019.2901007,gas,ammonia,-0.823908741,1.397940009,"2,3,9,10,16,17,23,24-octakis(octyloxy)-29h,31h-phthalocyanine/fluorine",25,-1,oxygen/nitrogen
10.1109/ACCESS.2020.2965806,gas,carbon dioxide,0,3,carbon nanotube,25,-1,oxygen/nitrogen
10.1149/1.3525625,gas,nitrogen dioxide,-2,-0.522878745,sodium nitrite,130,-1,oxygen/nitrogen
10.1109/LED.2024.3368143,gas,nitric oxide,0.698970004,,indacenodithiophene-co-benzothiadiazole,25,-1,oxygen/nitrogen
10.1109/TRANSDUCERS.2017.7994034,gas,nitrogen,0,2,polyethylenimine,25,-1,nitrogen
10.1109/JSEN.2011.2161632,gas,ammonia,1,2,titanium nitride,25,-1,oxygen/nitrogen
10.1021/acsami.2c23086,gas,nitrogen dioxide,-0.301029996,0.924279286,tungsten disulfide,25,-1,nitrogen
10.1021/acsanm.4c01988,gas,carbon monoxide,-3,-1.522878745,tin(iv) oxide,150,-1,oxygen/nitrogen
10.1149/2.0171807jss,gas,ammonia,-1,0.602059991,graphene,25,-1,oxygen/nitrogen
10.1021/acsami.1c17770,gas,dimethyl methylphosphonate,-0.096910013,2.840733235,graphene,25,-1,nitrogen
10.1016/j.snb.2012.10.064,gas,nitrogen dioxide,-2,0.698970004,"2,11,20,29,37,38-hexaza-39,40-diazanidanonacyclo[28.6.1.13,10.112,19.121,28.04,9.013,18.022,27.031,36]tetraconta-1,3,5,7,9,11,13,15,17,19,21(38),22,24,26,28,30(37),31,33,35-nonadecaene;titanium(2+);hydrate",25,-1,nitrogen
10.1109/ICSENS.2011.6127261,gas,hydrogen,-1,1.698970004,tungsten trioxide,150,-1,oxygen/nitrogen
10.3390/chemosensors11070365,gas,methane,1.698970004,2.698970004,vanadium dioxide,25,-1,oxygen/nitrogen
10.1016/j.snb.2022.131875,gas,ammonia,-2,1,benzothiophene/3-[2-(3-thienyl)vinyl]thiophene,25,-1,oxygen/nitrogen
10.1109/JSEN.2022.3227891,gas,carbon dioxide,2.491361694,,graphene,25,-1,oxygen/nitrogen
10.1016/j.snb.2013.09.031,gas,hydrogen,2.301029996,,palladium,25,-1,oxygen/nitrogen
10.1007/s40242-021-1167-6,gas,nitrogen dioxide,0,0.698970004,"6,13-bis(triisopropylsilylethynyl)pentacene",25,-1,oxygen/nitrogen
10.1088/2515-7639/ab1795,gas,nitrogen dioxide,-2,0,carbon nanotube,25,-1,oxygen/nitrogen
10.1016/j.talanta.2016.01.068,liquid,octylamine,0.551,2.29,"poly(2,5-bis(3-hexadecylthiophen-2-yl)thieno[3,2-b]thiophene)",25,7,water
10.3390/s17030570,liquid,hydrazine,-0.494,3.51,"poly(3,4-ethylenedioxythiophene)",25,7,water
10.1016/j.dyepig.2023.111235,gas,nitrogen dioxide,-1,1.698970004,poly(3-hexylthiophene),25,-1,oxygen/nitrogen
10.1016/j.snb.2013.01.026,gas,nitrogen dioxide,-1.397940009,0,zinc oxide,25,-1,oxygen/nitrogen
10.1109/IEDM.2016.7838443,gas,nitrogen dioxide,-0.602059991,0.397940009,zinc oxide,180,-1,oxygen/nitrogen
10.1109/LED.2019.2942965,gas,ammonia,-0.301029996,2,tips-pentacene,25,-1,oxygen/nitrogen
10.1039/c5cp02391b,gas,oxygen,0,1.301029996,zinc oxide,25,-1,oxygen/nitrogen
10.1007/s12633-021-01381-0,gas,ammonia,-14.03,,palladium,25,-1,water
10.1109/ICSENS.2011.6126923,gas,water,3.51851394,4.301029996,hexabenzocoronene,25,-1,water
10.1007/s10853-022-07873-7,gas,nitrogen dioxide,-0.301029996,2,molybdenum disulfide,25,-1,oxygen/nitrogen
10.1002/smll.202001469,liquid,cinnamaldehyde,-8.878,-3.187,carbon nanotube,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.proeng.2016.11.165,gas,naphthalene,-3.301029996,-2,iridium,330,-1,oxygen/nitrogen
10.1002/adsr.202400040,gas,water,2,3.698970004,sulfide/lignin/sodium hydroxide/poly(ethylene glycol) diglycidyl ether,25,-1,nitrogen
10.1109/BioCAS.2016.7833717,liquid,3-sialyl lactose,0.801780895,2.801856293,phenylboronic acid,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.matchemphys.2021.125661,gas,nitrogen dioxide,1,1.698970004,poly(3-hexylthiophene),25,-1,nitrogen
10.1149/1945-7111/ac30aa,liquid,h+,-9,1,titanium nitride,25,,water
10.1109/DRC46940.2019.9046334,gas,nitrogen dioxide,1.903089987,,molybdenum disulfide,25,-1,nitrogen
10.1016/j.sna.2011.01.021,gas,"2,4,6-trinitrotoluene",-4,,poly(3-hexylthiophene),25,-1,oxygen/nitrogen
10.1002/aelm.202101353,liquid,phosphate,-4.761953897,-1.040005162,"2,7,12,17,22-penta-tert-butyl-4,9,14,19,24-pentacyano-pentabenzo[ab,fg,kl,pq,uv]-[25]annulene",25,7.2,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1186/s11671-016-1687-z,gas,hydrogen,3.698970004,4.602059991,platinum,130,-1,oxygen/nitrogen
10.1109/MEMSYS.2014.6765617,gas,ammonia,0,3.544068044,graphene,25,-1,nitrogen
10.3390/polym15163463,gas,nitrogen dioxide,-2,,poly(triarylamine),25,-1,oxygen/nitrogen
10.4028/www.scientific.net/AMR.802.232,liquid,h+,-7,-1,titanium nitride,25,,water
10.1016/j.sse.2022.108545,gas,nitrogen dioxide,-0.698970004,,indium oxide,473,-1,oxygen/nitrogen
10.1016/j.sse.2022.108545,gas,hydrogen sulfide,1,,indium oxide,473,-1,oxygen/nitrogen
10.1016/j.snb.2017.12.107,liquid,di-2-ethylhexyl phthalate,-1.602059991,-1.301029996,polyacrylamide,25,7,water
10.1016/j.apsusc.2024.160061,liquid,pb2+,-3.382999659,1.315970345,rhenium sulfide,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1016/j.talanta.2009.11.059,liquid,h+,-6.3,-0.5,tridodecylamine,25,,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1109/ICSENS.2011.6127415,gas,ethanol,2.698970004,,copper phthalocyanine,25,-1,nitrogen
10.1021/acsaelm.1c01205,liquid,sodium chloride,2.766710207,4.766710207,poly(3-hexylthiophene),25,7,water
10.1038/s41467-019-09573-4,liquid,hydroxyl radical,-4.769551079,1.230448921,cysteamine,25,7.4,sodium chloride/potassium chloride/disodium phosphate/monopotassium phosphate/water
10.1007/s10854-016-5669-9,liquid,h+,-9,1,vanadium pentoxide,25,,water
10.1021/acsanm.2c02211,gas,hydrogen,-2.522878745,-0.397940009,palladium/aluminum oxide/graphene,25,-1,nitrogen
10.3390/s24020407,liquid,hydrogen sulfide,-3.295334815,1.595936906,gold,25,7,water
10.1016/j.snb.2024.136463,gas,nitrogen dioxide,-9,2,carbon/poly(3-hexylthiophene),25,-1,oxygen/nitrogen
10.1117/12.3038158,gas,hydrogen,1.84509804,,palladium,26.7,-1,oxygen/nitrogen
10.1109/TED.2023.3255835,gas,ammonia,-0.301029996,1.301029996,"poly(3-hexylthiophene-2,5-diyl)/carbon nitride",25,-1,oxygen/nitrogen
10.1186/s11671-023-03801-z,gas,nitrogen dioxide,-0.301029996,,indium oxide,125,-1,oxygen/nitrogen
10.1021/acsami.0c08977,gas,hydrogen,1.653212514,3.903089987,palladium,25,-1,oxygen/nitrogen
